,Age,Gender,Location,Occupation,Income Bracket,Credit Score,Channel,Device Type,Loans Accessed,Savings Accessed,Monthly Avg Balance,Loans Taken,Repayment Misses,Overdraft Events,Failed Payments,Current Plan,Payment Mode,Tickets Raised,Resolution Time (hrs),Sentiment Score,Survey Feedback,Churned,Onboarding Year,Onboarding Month,Customer Tenuer Year,Total Logins,Support Intensity
3210,48,Female,North,Self-employed,Low,305,Agent,Web,0,1,36049.5786,0,0,0,0,Gold,Manual,3.0,51.5467535,0.739296225,Good,0,2011,8,14,20.0,0.05819959156108638
3211,19,Male,North,Student,High,656,Agent,Android,2,1,68222.98775,0,0,1,0,Basic,Auto,1.0,127.3100742,0.059657711,Good,0,2013,12,12,22.0,0.00785483793237786
3212,29,Other,West,Retired,Low,748,Branch,iOS,3,1,67068.4243,2,0,2,0,Gold,Auto,2.0,2.427329854,0.119089266,Good,0,2013,9,12,24.0,0.8239506454815761
3213,44,Male,North,Student,Medium,445,Branch,iOS,0,1,18123.57761,2,0,2,0,Platinum,Manual,1.0,8.635982901,0.317622391,Neutral,0,2012,6,13,31.0,0.11579457850526839
3214,22,Other,East,Self-employed,Low,354,Agent,iOS,0,1,56908.39708,1,2,2,0,Silver,Manual,2.0,62.55378881,1.120505255,Neutral,0,2021,3,4,13.0,0.0319724838102896
3215,54,Other,West,Student,Low,366,Agent,Web,1,1,79428.56566,2,2,4,0,Silver,Auto,2.0,25.24557002,0.475974528,Neutral,0,2015,9,10,26.0,0.0792218198446525
3216,44,Male,South,Self-employed,Low,446,Agent,Android,0,1,45925.90316,3,0,6,0,Gold,Auto,2.0,36.1726467,0.838728866,Bad,0,2011,11,14,20.0,0.05529039709444319
3217,40,Female,South,Student,Medium,531,Online,iOS,1,1,35247.09595,3,2,2,0,Basic,Auto,2.0,30.70184467,0.068482767,Neutral,0,2013,5,12,20.0,0.06514266557912332
3218,50,Other,East,Self-employed,High,767,Online,Web,1,1,40539.49121,1,1,4,1,Basic,Manual,2.0,22.69631758,0.957189389,Bad,0,2014,12,11,33.0,0.08812002180311403
3219,21,Female,West,Student,High,395,Online,Web,0,1,18307.91263,0,0,1,0,Platinum,Auto,3.0,47.31634686,0.732031889,Good,0,2017,11,8,19.0,0.06340303508376133
3220,38,Male,West,Retired,Medium,790,Branch,Web,0,1,59993.41202,0,1,3,0,Platinum,Manual,2.0,43.20403479,0.731152338,Bad,0,2014,4,11,22.0,0.04629197272248563
3221,41,Male,North,Retired,High,547,Agent,Web,1,1,44537.94666,1,0,5,0,Platinum,Manual,3.0,40.20485971,0.218543739,Bad,0,2018,7,7,18.0,0.07461784524654917
3222,61,Male,South,Self-employed,High,431,Online,iOS,0,1,36759.84772,1,1,2,0,Gold,Auto,1.0,23.03121735,0.930836738,Good,0,2012,11,13,28.0,0.043419328852801614
3223,48,Male,South,Retired,Medium,824,Agent,Web,5,1,58822.93229,1,0,1,0,Platinum,Auto,2.0,50.31713531,0.666131784,Good,0,2019,3,6,27.0,0.03974789080654441
3224,61,Other,North,Retired,Medium,369,Branch,Web,0,1,61544.0526,1,1,1,1,Gold,Auto,2.0,26.02391157,1.082120068,Good,0,2015,1,10,22.0,0.07685239763516458
3225,65,Male,South,Salaried,High,648,Online,Android,1,1,22357.95199,0,2,2,0,Silver,Manual,4.0,204.7602443,0.805225396,Bad,1,2015,5,10,20.0,0.019535042135129937
3226,41,Female,North,Student,Low,741,Agent,Web,0,1,32193.10404,0,1,1,0,Gold,Auto,2.0,17.90309232,0.175024907,Neutral,0,2021,5,4,22.0,0.11171254464044456
3227,66,Female,South,Student,High,555,Branch,Android,0,1,69112.93731,1,0,6,0,Gold,Auto,0.0,1.200176753,0.422021911,Bad,0,2013,3,12,13.0,0.0
3228,27,Other,South,Retired,Low,685,Branch,Web,1,1,49070.42258,0,0,2,0,Platinum,Manual,1.0,11.960691,0.456255754,Good,0,2012,11,13,19.0,0.08360720965034545
3230,66,Other,North,Self-employed,Low,715,Branch,iOS,0,1,73185.01625,1,0,1,0,Silver,Auto,2.0,40.10274074,0.373875546,Good,0,2017,1,8,24.0,0.049871903094272155
3231,67,Other,South,Student,Low,618,Branch,Web,0,1,42006.22139,1,0,1,0,Platinum,Manual,3.0,24.18847752,-0.143536839,Neutral,0,2012,2,13,16.0,0.1240259953326736
3232,19,Other,South,Salaried,Low,615,Online,iOS,0,1,64637.85498,1,0,3,1,Silver,Auto,1.0,0.320915445,0.457923012,Bad,0,2017,3,8,20.0,3.1160856094040597
3233,48,Male,West,Salaried,Medium,629,Agent,Web,2,1,70424.86362,0,1,1,0,Basic,Auto,1.0,72.35644624,0.64287536,Neutral,0,2012,8,13,16.0,0.013820468693046194
3235,21,Female,East,Self-employed,High,443,Agent,iOS,1,1,36234.55045,2,2,3,0,Gold,Manual,1.0,30.33568065,0.592460654,Neutral,0,2016,7,9,19.0,0.03296448204138119
3236,68,Other,South,Self-employed,Low,546,Agent,Web,0,1,57409.39937,2,1,0,0,Gold,Auto,3.0,127.9416921,0.454538977,Bad,0,2021,2,4,24.0,0.023448181361046733
3237,28,Other,South,Student,High,362,Agent,iOS,6,1,17040.66719,5,0,4,0,Basic,Manual,3.0,32.18930953,0.373032558,Bad,1,2017,12,8,14.0,0.09319864401577302
3238,34,Female,West,Retired,Medium,802,Online,Android,0,1,28716.26486,1,0,6,0,Gold,Auto,2.0,8.143951954,0.373146564,Neutral,0,2020,9,5,17.0,0.2455810165994012
3239,61,Female,West,Retired,Medium,535,Branch,Android,1,1,72599.77278,1,1,1,0,Platinum,Auto,2.0,33.33647116,0.717605822,Bad,0,2014,2,11,13.0,0.059994352443631584
3240,19,Male,North,Self-employed,Medium,696,Online,iOS,0,1,52988.11678,2,1,2,0,Platinum,Manual,1.0,0.010966541,0.432394553,Neutral,0,2016,9,9,18.0,91.18645523688828
3241,23,Other,North,Salaried,Medium,422,Agent,Web,2,1,52310.21258,1,0,2,1,Platinum,Manual,1.0,9.858094244,0.528652186,Bad,0,2014,6,11,13.0,0.10143948467612154
3242,26,Male,East,Salaried,High,569,Branch,Android,0,1,42957.34927,0,0,2,0,Platinum,Auto,0.0,17.88347355,0.329918888,Neutral,0,2011,9,14,17.0,0.0
3243,22,Female,West,Student,Low,307,Agent,Web,0,1,48007.52334,2,0,2,0,Basic,Auto,0.0,65.51708322,0.836499007,Good,0,2014,7,11,20.0,0.0
3245,46,Female,North,Retired,Low,614,Online,Web,1,1,40556.70956,1,0,0,0,Platinum,Manual,2.0,4.308276748,0.93411666,Bad,0,2020,2,5,21.0,0.46422273149663507
3246,38,Female,North,Salaried,Medium,635,Online,Android,2,1,38018.0064,1,1,0,1,Gold,Manual,1.0,17.6715373,1.121448616,Neutral,0,2020,1,5,28.0,0.05658817243930442
3247,26,Male,West,Retired,High,555,Branch,Android,1,1,69088.84881,2,1,0,0,Basic,Manual,0.0,19.83320111,0.646368966,Good,0,2014,11,11,26.0,0.0
3248,45,Female,West,Retired,High,415,Branch,Web,1,1,26706.65947,4,1,4,0,Basic,Auto,4.0,12.56351142,-0.159616216,Good,1,2017,1,8,14.0,0.3183823269052276
3250,48,Female,West,Student,High,384,Agent,iOS,1,1,64849.75466,2,1,4,0,Platinum,Auto,4.0,8.430651635,0.380951311,Neutral,0,2016,8,9,19.400753212228622,0.47445917269240834
3251,37,Other,West,Student,High,349,Agent,iOS,3,1,59083.56873,0,1,2,1,Basic,Auto,5.0,140.0315607,0.017573332,Good,0,2015,2,10,29.0,0.03570623632990759
3252,44,Female,West,Student,High,463,Online,iOS,1,1,48131.763028208115,1,2,2,0,Gold,Auto,1.0,25.23869155,0.382605813,Bad,0,2019,8,6,21.0,0.03962170534945977
3253,25,Male,East,Self-employed,Low,447,Branch,Web,1,1,41091.3859,2,1,2,0,Basic,Manual,2.0,33.57889712,0.658923505,Good,0,2015,10,10,11.0,0.05956121765562025
3254,38,Other,South,Student,Medium,435,Online,Android,0,1,38737.50021,3,0,3,1,Platinum,Auto,4.0,58.45802213,0.602623019,Neutral,0,2019,7,6,21.0,0.06842516825329341
3255,45,Male,South,Student,Low,517,Online,Android,0,1,49204.80661,1,1,2,0,Silver,Auto,2.0,6.828764242,0.420876219,Good,0,2019,5,6,13.0,0.2928787594831715
3256,40,Female,North,Salaried,High,805,Agent,Web,2,1,48870.14945,0,0,1,0,Basic,Auto,4.0,89.98510046,0.419167399,Good,0,2019,5,6,23.0,0.04445180346026365
3257,23,Male,South,Salaried,Medium,671,Agent,iOS,1,1,32994.47664,1,2,1,0,Gold,Manual,4.0,81.43557685,0.169785417,Neutral,0,2020,8,5,24.0,0.049118581272749956
3258,20,Female,South,Student,Medium,533,Agent,Web,2,1,54103.52244,0,0,4,0,Silver,Auto,2.0,141.1252573,0.399579126,Neutral,0,2015,11,10,20.0,0.014171807642826528
3259,22,Male,East,Self-employed,Medium,414,Online,Android,3,1,5618.791337,2,1,1,0,Platinum,Auto,5.0,4.143405071,0.615917106,Good,1,2015,1,10,17.0,1.2067369504843664
3261,24,Other,South,Self-employed,High,716,Online,iOS,2,1,22358.94361,2,0,2,0,Basic,Auto,1.0,8.598354023,-0.093534218,Neutral,0,2021,10,4,21.0,0.11630132898983565
3262,21,Female,South,Retired,High,496,Online,iOS,1,1,72212.69647,2,1,3,0,Platinum,Manual,1.0,41.672529,0.458242871,Bad,0,2017,10,8,19.0,0.023996623771021915
3263,56,Male,South,Retired,Medium,849,Online,Android,2,1,51785.23399,0,1,3,0,Basic,Auto,2.0,42.56905361,0.251246813,Neutral,0,2014,10,11,14.0,0.0469824868159666
3265,28,Other,East,Salaried,Medium,313,Online,iOS,1,1,56120.38092,0,0,0,0,Basic,Manual,3.0,60.60811932,0.286728027,Neutral,0,2015,4,10,22.0,0.049498318602505025
3266,32,Male,South,Retired,High,544,Agent,iOS,2,1,66207.84083,1,0,2,0,Silver,Manual,2.0,55.50174452,0.627145369,Good,0,2016,3,9,26.0,0.03603490335838546
3267,51,Female,West,Self-employed,Medium,601,Agent,Android,0,1,16164.393,1,1,0,1,Basic,Auto,4.0,23.11217134,0.506386257,Neutral,0,2019,2,6,20.0,0.17306898348738184
3268,30,Male,South,Retired,High,763,Branch,Web,1,1,74320.01464,2,0,3,0,Gold,Auto,2.0,20.35789098,0.416356506,Bad,0,2011,4,14,21.0,0.09824200365179478
3269,65,Male,West,Retired,Low,732,Agent,Android,3,1,48131.763028208115,3,1,1,0,Basic,Manual,2.0,41.17934125,1.039013032,Good,0,2013,6,12,15.0,0.04856804259830164
3270,24,Male,North,Retired,Low,761,Agent,Android,3,1,60106.30127,1,1,2,0,Gold,Manual,1.0,90.88281476,0.4181208,Neutral,0,2016,9,9,15.0,0.011003180333276024
3271,57,Male,West,Retired,High,583,Agent,Android,2,1,45596.03169,2,1,2,0,Gold,Manual,0.0,21.22000243,0.679825394,Good,0,2011,8,14,14.0,0.0
3272,23,Other,East,Self-employed,High,833,Branch,Android,1,1,44146.22432,2,1,0,1,Gold,Auto,1.0,65.67066353,0.983108098,Good,0,2012,3,13,20.0,0.015227499559878439
3273,56,Other,North,Retired,Low,667,Online,Web,0,1,36378.11355,4,0,1,0,Basic,Manual,2.0,20.13864955,0.720421459,Neutral,0,2018,4,7,19.0,0.09931152508684477
3274,67,Female,North,Student,High,456,Branch,iOS,3,1,59453.42696,1,0,1,0,Silver,Manual,3.0,98.69361318,0.769742887,Neutral,1,2022,1,3,17.0,0.030397103757145067
3275,47,Female,South,Self-employed,Medium,762,Branch,Android,2,1,53251.87463,4,0,2,1,Gold,Manual,6.0,8.269837634,0.237607734,Neutral,1,2011,5,14,19.0,0.7255281500729885
3276,39,Male,North,Self-employed,High,460,Agent,Web,2,1,22600.79929,2,1,2,0,Silver,Manual,3.0,41.97666448,0.320319389,Good,1,2015,2,10,12.0,0.07146827974932038
3277,42,Male,North,Self-employed,High,473,Agent,Web,2,1,48520.94867,1,2,4,0,Silver,Auto,3.0,8.350494995,0.501100327,Neutral,0,2015,5,10,24.0,0.35926013988348005
3278,45,Male,West,Retired,Low,798,Branch,iOS,0,1,74486.66868,0,0,2,0,Silver,Manual,0.0,22.14400735,0.476980085,Bad,0,2011,2,14,15.0,0.0
3279,37,Other,South,Self-employed,Low,849,Online,Web,0,1,47208.26163,0,0,0,0,Gold,Auto,2.0,54.87471963,0.378551111,Neutral,0,2021,3,4,25.0,0.03644665546330373
3280,56,Male,East,Salaried,High,635,Branch,Android,1,1,51846.45605,0,0,1,1,Basic,Auto,0.0,33.60263357,0.090745774,Good,0,2011,12,14,22.0,0.0
3281,20,Female,South,Student,Medium,325,Online,Web,0,1,23800.32304,1,0,2,0,Gold,Manual,2.0,62.06213854,0.544425913,Good,0,2018,12,7,23.0,0.03222576674039309
3282,22,Male,East,Salaried,High,803,Agent,iOS,2,1,58316.77254,2,0,0,0,Platinum,Manual,4.0,12.38926145,0.438944781,Neutral,1,2020,1,5,10.0,0.3228602460399284
3283,18,Other,West,Student,Medium,598,Branch,Web,0,1,19501.62976,2,0,7,0,Gold,Auto,6.0,63.46224674,0.53360283,Good,1,2013,5,12,13.0,0.09454439935890616
3284,32,Male,North,Student,Medium,736,Online,iOS,3,1,38476.12621,1,0,0,0,Platinum,Manual,1.0,47.39493617,-0.148399987,Bad,0,2021,9,4,25.0,0.021099300490945255
3285,43,Other,North,Retired,High,310,Branch,Android,1,1,62672.99801,3,1,3,1,Basic,Auto,1.0,39.92704596,0.120114879,Bad,0,2012,6,13,19.0,0.02504567958776182
3286,20,Other,South,Student,Medium,537,Branch,iOS,1,1,50022.20726,0,1,5,1,Gold,Manual,1.0,80.16853767,0.536655608,Bad,0,2019,3,6,27.0,0.012473721350841249
3287,57,Other,South,Student,Low,709,Agent,Android,2,1,26857.67348,0,0,6,1,Platinum,Manual,2.0,0.056009621,0.084909377,Neutral,1,2016,5,9,19.0,35.70815092642744
3288,58,Other,South,Salaried,Medium,633,Online,iOS,2,1,27877.9061,1,0,4,0,Gold,Manual,4.0,6.756991008,0.423794869,Bad,1,2018,6,7,20.0,0.5919794765546031
3289,64,Female,North,Student,Medium,612,Online,Android,1,1,47840.82317,1,0,1,0,Basic,Manual,1.0,1.750372924,1.088782793,Bad,0,2011,6,14,22.0,0.5713068262703542
3290,59,Other,North,Self-employed,Medium,300,Online,Android,0,1,29132.30621,2,0,3,1,Basic,Auto,1.0,56.91473746,0.065390789,Good,0,2012,3,13,21.0,0.017570141665026667
3291,51,Female,West,Self-employed,Low,822,Online,Android,3,1,48131.763028208115,2,2,4,0,Silver,Manual,2.0,3.206077023,0.228314842,Bad,1,2019,3,6,13.0,0.6238153312138939
3292,69,Female,East,Student,Low,387,Online,iOS,1,1,48159.05823,0,0,1,1,Platinum,Auto,2.0,14.13337722,0.343123044,Neutral,0,2012,12,13,22.0,0.14150899455013627
3293,22,Male,South,Self-employed,High,541,Agent,Android,0,1,73223.93845,0,1,4,0,Platinum,Auto,4.0,27.7825715,0.207900853,Good,0,2015,5,10,20.0,0.14397515363183713
3295,68,Other,East,Self-employed,Low,627,Agent,iOS,1,1,57557.20723,0,1,2,1,Basic,Manual,1.0,27.15102564,0.604846128,Good,0,2021,2,4,19.0,0.0368310211650627
3296,30,Male,South,Retired,Medium,410,Branch,iOS,1,1,57844.07777,0,0,2,0,Silver,Manual,2.0,1.369760206,0.687877223,Bad,0,2012,5,13,22.0,1.4601095806691875
3297,60,Other,South,Student,Medium,588,Online,Web,0,1,49627.96016,1,0,3,0,Basic,Manual,3.0,19.27343961,0.152447231,Bad,0,2016,12,9,27.0,0.15565462422407744
3298,18,Male,East,Retired,High,716,Agent,iOS,0,1,43575.47722,1,0,3,0,Platinum,Manual,3.0,5.063179508,0.094093381,Neutral,0,2014,6,11,17.0,0.5925130632362323
3299,39,Other,East,Retired,Medium,373,Branch,Web,4,1,60042.8395,2,0,5,1,Gold,Manual,2.0,60.3777244,0.47629053,Good,1,2020,1,5,15.0,0.03312479925129474
3300,32,Male,East,Student,Low,407,Branch,Web,1,1,46542.05432,0,2,3,1,Basic,Auto,1.0,9.625248611,0.39283679,Neutral,0,2018,5,7,17.0,0.10389342035873987
3301,43,Male,North,Student,High,815,Branch,Android,4,1,34753.43559,0,0,4,0,Gold,Auto,3.0,147.480054,0.465328343,Good,1,2018,9,7,19.0,0.020341733804898118
3302,35,Female,West,Retired,High,404,Online,Web,1,1,36251.82044,0,1,1,0,Silver,Auto,3.0,279.6365282,0.690714145,Good,0,2013,3,12,22.0,0.010728212152077492
3303,65,Male,South,Salaried,Medium,681,Agent,Web,4,1,48131.763028208115,1,1,2,1,Silver,Manual,3.0,99.8618147,0.973995656,Bad,0,2016,7,9,21.0,0.030041512954801133
3304,26,Male,South,Student,Medium,376,Branch,Web,2,1,66152.03436,4,0,1,0,Platinum,Auto,1.0,40.16432336,0.735214315,Good,0,2017,5,8,21.0,0.02489771808270792
3305,18,Other,East,Student,Low,502,Online,iOS,0,1,60612.59679,0,1,1,1,Basic,Manual,2.0,89.85594606,1.201283113,Neutral,0,2021,6,4,17.0,0.022257848119083063
3306,60,Female,North,Salaried,Medium,800,Agent,Android,0,1,47789.93988,1,1,1,1,Gold,Manual,4.0,137.5810407,0.087483934,Good,0,2012,6,13,22.0,0.02907377338947546
3307,26,Other,East,Self-employed,Low,540,Branch,Web,2,1,37371.51445,1,0,3,0,Silver,Auto,1.0,85.59253563,0.755510818,Good,0,2017,5,8,23.0,0.011683261777905574
3308,40,Male,North,Salaried,Medium,671,Online,Android,1,1,66136.27217,2,1,1,0,Basic,Auto,0.0,21.65020736,0.24222036,Bad,0,2012,4,13,19.0,0.0
3309,60,Other,West,Self-employed,Low,504,Branch,iOS,0,1,81448.18456,4,0,0,0,Silver,Manual,3.0,47.55630158,0.782603254,Neutral,0,2021,2,4,24.0,0.06308312253746962
3310,62,Female,South,Salaried,Medium,711,Online,Web,3,1,52208.07094,2,1,9,0,Basic,Auto,0.0,34.94527192,0.306273087,Bad,0,2015,11,10,24.0,0.0
3311,19,Other,South,Retired,High,513,Agent,Android,2,1,90564.5199,1,1,2,0,Silver,Manual,2.0,60.11845441,0.522014916,Bad,0,2012,2,13,20.0,0.033267654992596145
3312,31,Male,North,Student,Low,740,Branch,iOS,2,1,46320.15795,2,1,4,0,Basic,Manual,4.0,2.720578361,0.754471798,Neutral,0,2015,2,10,25.0,1.4702756065918736
3313,55,Other,West,Salaried,High,830,Online,Android,3,1,36591.82829,0,0,2,0,Silver,Auto,1.0,25.83633904,0.639598502,Bad,0,2018,1,7,23.0,0.03870517407484834
3314,57,Male,West,Student,High,511,Online,Web,0,1,61438.7878,1,0,2,0,Platinum,Auto,2.0,91.59420272,0.793747781,Bad,0,2012,10,13,23.0,0.021835443080539977
3315,35,Female,South,Self-employed,High,352,Online,Android,0,1,46060.46976,0,0,1,1,Platinum,Manual,2.0,44.94155788,-0.059404997,Good,0,2019,5,6,23.0,0.044502240116826144
3316,33,Female,South,Retired,High,810,Agent,Web,1,1,62710.18537,2,0,3,0,Gold,Manual,6.0,54.26042358,0.69386348,Neutral,0,2012,11,13,25.0,0.11057783194695806
3317,46,Other,East,Student,Low,387,Online,Android,0,1,66741.21907,1,1,5,0,Gold,Auto,0.0,10.18675924,0.33581941,Bad,0,2016,8,9,14.0,0.0
3318,61,Female,North,Salaried,Medium,308,Branch,iOS,1,1,41860.62484,3,1,6,1,Silver,Auto,2.0,35.38721498,0.76807432,Bad,1,2011,6,14,15.0,0.05651758696270254
3319,28,Other,South,Salaried,High,382,Agent,Web,0,1,22166.36313,1,1,2,0,Silver,Manual,2.0,110.7241687,-0.124999908,Bad,0,2018,4,7,16.0,0.018062903731694488
3320,23,Male,West,Retired,Medium,324,Branch,Web,0,1,38550.41169,0,0,1,0,Basic,Auto,3.0,66.33926828,0.423874854,Good,0,2011,7,14,22.0,0.045222084562914024
3321,20,Other,West,Self-employed,Low,524,Online,iOS,2,1,48131.763028208115,3,0,4,0,Silver,Manual,3.0,90.67676021,0.641998455,Bad,0,2016,9,9,24.0,0.03308455212837605
3322,31,Male,South,Retired,Medium,796,Online,Android,0,1,48131.763028208115,1,1,4,0,Basic,Auto,1.0,94.70640347,0.272446095,Bad,0,2014,3,11,14.0,0.010558948110797687
3323,19,Female,West,Retired,Low,729,Branch,Android,2,1,62972.75881,0,1,1,1,Basic,Auto,2.0,30.1013088,-0.237463661,Bad,0,2013,5,12,26.0,0.06644229369853845
3324,49,Male,North,Student,Medium,727,Branch,iOS,1,1,54439.55253,4,1,1,1,Silver,Manual,0.0,34.40459274,0.245447629,Bad,0,2012,6,13,17.0,0.0
3325,48,Male,West,Self-employed,Low,493,Agent,Web,1,1,48131.763028208115,0,1,2,0,Basic,Manual,2.0,30.40467462,0.311456794,Bad,0,2014,3,11,22.0,0.0657793587662475
3326,28,Male,West,Retired,Low,417,Online,Web,0,1,34520.13165,1,0,0,1,Gold,Auto,2.0,14.34905823,0.59586034,Good,1,2018,11,7,19.0,0.13938196973920844
3327,39,Male,South,Student,Medium,377,Agent,Android,1,1,56120.24079,1,1,1,0,Platinum,Manual,1.0,76.05735178,0.04440153,Good,0,2020,7,5,20.0,0.01314797289935303
3328,20,Male,North,Student,High,451,Online,iOS,2,1,52801.50092,1,1,1,1,Platinum,Manual,4.0,60.43323422,1.003381199,Bad,0,2019,4,6,14.0,0.0661887461696734
3329,67,Other,North,Self-employed,High,355,Branch,iOS,1,1,45121.30251,1,2,2,0,Gold,Auto,1.0,20.36279527,0.580579417,Neutral,0,2011,6,14,25.0,0.049109171247882416
3330,48,Male,East,Self-employed,Medium,656,Agent,iOS,2,1,46734.50753,1,0,3,0,Silver,Auto,1.0,9.79656269,1.174274436,Neutral,0,2018,12,7,19.0,0.10207661928410525
3331,50,Male,North,Student,High,558,Online,Android,1,1,39255.69267,0,0,1,0,Platinum,Auto,3.0,36.05989375,0.177075027,Neutral,0,2013,5,12,18.0,0.08319492067277652
3332,41,Male,East,Self-employed,High,834,Branch,Web,4,1,57740.73016,1,0,1,0,Basic,Auto,1.0,23.23753264,0.138225928,Good,0,2017,4,8,22.0,0.04303382874129445
3333,18,Male,South,Student,Low,705,Agent,iOS,2,1,65873.4166,2,0,1,0,Platinum,Manual,3.0,19.91403673,0.567959832,Neutral,0,2017,3,8,20.0,0.1506475076186123
3334,61,Male,West,Self-employed,Medium,414,Agent,Android,3,1,75015.23048,2,0,4,0,Platinum,Manual,4.0,171.0529128,0.270148364,Good,1,2018,2,7,14.0,0.023384576938931846
3335,32,Male,North,Self-employed,High,773,Agent,Web,2,1,39701.42305,1,0,0,0,Gold,Auto,2.0,22.20178045,0.824322775,Neutral,0,2012,8,13,24.0,0.09008286540370684
3336,54,Female,East,Self-employed,High,633,Branch,iOS,4,1,38751.84907,3,0,0,0,Gold,Auto,2.0,7.630656084,0.033776191,Bad,1,2011,8,14,18.0,0.2621006605439355
3337,44,Other,North,Salaried,High,608,Agent,Android,1,1,3773.588299,2,0,2,0,Gold,Auto,1.0,50.41663271,0.456126402,Good,0,2020,7,5,27.0,0.019834724102898143
3338,55,Male,South,Self-employed,Medium,630,Online,Web,0,1,44454.87718,0,0,1,1,Platinum,Manual,0.0,105.8753947,0.809799181,Neutral,0,2015,1,10,20.0,0.0
3339,65,Other,East,Salaried,High,843,Branch,Web,2,1,35842.70141,0,1,1,1,Gold,Manual,3.0,118.5880334,0.759327058,Neutral,0,2019,7,6,21.0,0.025297662116386864
3340,44,Female,East,Student,High,803,Agent,Web,2,1,51781.84927,2,0,4,0,Gold,Auto,2.0,18.09842221,-0.278367466,Good,1,2017,12,8,12.0,0.11050687053233466
3341,61,Female,East,Retired,High,387,Branch,Android,0,1,20511.06902,0,2,0,0,Platinum,Auto,4.0,66.58745707,0.279958227,Good,0,2016,12,9,25.0,0.06007137343891964
3342,29,Male,South,Retired,Low,302,Online,Android,0,1,53742.32603,2,0,3,1,Gold,Auto,6.0,10.7228476,0.825411956,Neutral,0,2018,8,7,25.0,0.559552856090205
3343,20,Other,East,Retired,Medium,682,Agent,Web,0,1,48131.763028208115,1,1,1,0,Silver,Auto,2.0,243.4968795,0.906329628,Neutral,0,2014,7,11,15.0,0.00821365762102097
3344,47,Male,West,Student,High,823,Branch,iOS,1,1,55972.81302,0,0,2,1,Gold,Manual,1.0,24.24302073,0.76539475,Bad,0,2017,8,8,19.0,0.041248985064081985
3345,49,Female,South,Self-employed,Low,447,Branch,Android,0,1,54746.02241,1,0,3,1,Silver,Manual,2.0,14.74270123,1.078971878,Bad,0,2014,12,11,20.0,0.13566034940260402
3346,40,Female,West,Salaried,Medium,805,Online,iOS,2,1,46284.3465,0,0,3,0,Silver,Auto,0.0,23.31355175,0.963828481,Good,0,2015,1,10,18.0,0.0
3347,19,Other,West,Student,Low,383,Online,Android,2,1,48131.763028208115,0,1,3,0,Basic,Manual,4.0,18.35457148,0.333908753,Neutral,0,2019,9,6,18.0,0.21792935914404687
3348,24,Male,South,Retired,Low,697,Branch,iOS,0,1,74521.14755,1,1,0,0,Platinum,Manual,3.0,12.09987396,0.765932402,Good,0,2020,4,5,21.0,0.2479364669349002
3349,51,Other,North,Retired,Medium,483,Agent,iOS,1,1,48131.763028208115,4,2,4,1,Silver,Manual,1.0,11.4745028,0.688502098,Bad,0,2013,1,12,27.0,0.08714974560814957
3350,49,Other,West,Retired,High,468,Agent,iOS,0,1,50276.47732,2,1,2,0,Platinum,Manual,1.0,7.568200217,0.566633998,Bad,0,2013,12,12,20.0,0.13213181090978
3351,56,Female,South,Retired,High,407,Branch,iOS,1,1,56555.15416,0,2,1,0,Basic,Manual,3.0,35.53607912,0.61487214,Neutral,0,2013,8,12,20.0,0.08442124382573134
3352,49,Other,West,Salaried,Low,492,Online,Web,0,1,59817.68715,5,0,4,1,Platinum,Manual,3.0,60.02718141,0.331121363,Good,1,2021,5,4,9.0,0.04997735908186798
3354,60,Male,West,Salaried,Medium,659,Agent,iOS,0,1,26185.44372,1,1,1,1,Platinum,Auto,4.0,1.439641598,0.437907681,Neutral,0,2011,10,14,18.0,2.778469311776583
3355,31,Other,West,Retired,High,394,Online,Android,1,1,71497.01018,0,0,4,0,Gold,Auto,1.0,21.80652973,0.56567274,Good,0,2011,8,14,24.0,0.04585782388952357
3356,20,Other,West,Student,Low,842,Online,Android,1,1,66527.33872,1,0,3,1,Platinum,Manual,3.0,28.77612597,0.840104577,Good,0,2015,7,10,23.0,0.1042530882415372
3357,63,Male,East,Salaried,High,455,Online,iOS,2,1,61490.96102,1,1,2,0,Basic,Manual,2.0,98.74504605,0.318831682,Good,0,2013,3,12,15.0,0.020254180639981585
3358,49,Other,West,Salaried,Medium,823,Branch,iOS,1,1,37230.727,6,1,2,0,Gold,Manual,2.0,13.47308573,0.325729528,Neutral,1,2014,12,11,18.0,0.1484440936604951
3359,60,Male,South,Student,Medium,571,Branch,Android,0,1,56709.85212,2,0,4,0,Basic,Auto,2.0,17.45768882,0.094777218,Bad,0,2017,7,8,27.0,0.11456270189148668
